,hashtag,hashtag_class,true_segmentation
721,ситуациях3чрезвычайных,6,0000000011000000000001
722,боевыми,5,0000001
723,системызалпового575огня,7,00000010000000010010001
724,правилами4288,5,0000000010001
725,отделениепочтовойсвязи,7,0000000010000000100001
726,индийской,5,000000001
727,днягодовщинуобразования1,7,001000000001000000000011
728,населённыхпунктов576,6,00000000010000001001
729,раскрытиипреступлений,6,000000001000000000001
730,кораблейсудовобеспечения,7,000000010000100000000001
731,международныхиграх,6,000000000000100001
732,домовдомов,6,0000100001
733,00областирязанской,6,010000001000000001
734,бюрорегистрациинесчастных,7,0001000000000010000000001
735,новостиполицейские,6,000000100000000001
736,4безработныйсудимый,6,1000000000010000001
737,3тысячсвыше,6,10000100001
738,3специальноетактико,6,1000000000010000001
739,телефонууказанному,6,000000010000000001
740,направленныхмероприятий280,6,00000000000100000000001001
741,второмместе,6,00000100001
742,мвдроссиимвд,7,001000001001
743,военнотехническомусотрудничеству,7,00000100000000000100000000000001
744,россиипочты14дмитрий,7,00000100001010000001
745,праздничного,5,000000000001
746,системзалпового,6,000001000000001
747,подведениюитогов,6,0000000001000001
748,пострадали,5,0000000001
749,расчетами78,5,00000000101
750,пару,5,0001
751,отчетосновных,6,0000100000001
752,стрельбу,5,00000001
753,внутреннихделподробности,7,000000000100100000000001
754,840бдительными,5,00100000000001
755,руководитель,5,000000000001
756,1почтовыхкорреспонденцииящиков,7,100000001000000000000001000001
757,публикует774россииминобороны,7,0000000010010000010000000001
758,этапеконкурса6471,6,00001000000010001
759,имени9792александроваармии,7,00001000100000000000100001
760,буднимчсмчс8мчсроссии,7,000000010011000000001
761,погонововоронежскойобласти,7,00000001000000000010000001
762,сервисяндексденьги8617,7,0000010000010000010001
763,медведева,5,000000001
764,родился2года,6,000000110001
765,грамотоймвдроссии,7,00000001001000001
766,вызвала,5,0000001
767,гашения638оттиск,6,0000001001000001
768,кинологислужебнымисобаками,7,00000001000000000100000001
769,задержанногопросьбойзвонить,7,000000000001000000010000001
770,радиоэлектроникиименипопова,7,000000000000000100001000001
771,россииданиловскомурайону,7,000001000000000001000001
772,узлы,5,0001
773,патриотического54,5,00000000000000101
774,текст6969новостичитайте,7,00001000100000010000001
775,мвднедели4петровка,7,001000001100000001
776,москвесостояласьторжественная,7,00000100000000010000000000001
777,предложить,5,0000000001
778,олегабаранова,6,0000100000001
779,877обменялись,5,0010000000001
780,856этапамеждународного,6,0010000100000000000001
781,следственныхдействийоперативно,7,000000000001000000010000000001
782,сотрудниковмчс,6,00000000001001
783,будучи4792,5,0000010001
784,центрмчсроссии,7,00001001000001
785,иностранногогражданина816,6,0000000000010000000001001
786,экипажибоевыхмашин,7,000000100000100001
